[2016-05-08 13:03:57,655] INFO: EditDistance_search_term_x_product_title_1D (1D): corr = -0.148776
[2016-05-08 15:27:00,693] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_brand_1D (1D): corr = -0.051581
[2016-05-08 15:27:00,707] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_brand_1D (1D): corr = -0.050209
[2016-05-08 15:27:00,720] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_brand_1D (1D): corr = -0.065600
[2016-05-08 15:27:00,734] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_brand_1D (1D): corr = 0.046209
[2016-05-08 15:27:00,747] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_brand_1D (1D): corr = -0.044911
[2016-05-08 15:27:00,761] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_brand_1D (1D): corr = -0.065332
[2016-05-08 15:27:00,774] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_brand_1D (1D): corr = -0.065600
[2016-05-08 15:27:00,788] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_brand_1D (1D): corr = -0.026700
[2016-05-08 15:27:00,801] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_brand_1D (1D): corr = 0.022576
[2016-05-08 15:27:00,815] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_brand_1D (1D): corr = -0.015807
[2016-05-08 15:27:00,828] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_brand_1D (1D): corr = -0.028281
[2016-05-08 15:27:00,842] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_brand_1D (1D): corr = -0.026700
[2016-05-08 15:27:00,855] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_brand_1D (1D): corr = -0.052151
[2016-05-08 15:27:00,889] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_brand_1D (1D): corr = 0.037036
[2016-05-08 15:27:00,902] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_brand_1D (1D): corr = -0.033914
[2016-05-08 15:27:00,916] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_brand_1D (1D): corr = -0.052545
[2016-05-08 15:27:00,929] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_brand_1D (1D): corr = -0.052151
[2016-05-08 15:35:43,719] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_color_1D (1D): corr = -0.019133
[2016-05-08 15:35:43,729] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_color_1D (1D): corr = 0.011056
[2016-05-08 15:35:43,738] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_color_1D (1D): corr = -0.012121
[2016-05-08 15:35:43,747] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_color_1D (1D): corr = -0.019479
[2016-05-08 15:35:43,756] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_color_1D (1D): corr = -0.019133
[2016-05-08 15:35:43,766] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_color_1D (1D): corr = -0.030127
[2016-05-08 15:35:43,775] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_color_1D (1D): corr = 0.015985
[2016-05-08 15:35:43,784] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_color_1D (1D): corr = -0.021050
[2016-05-08 15:35:43,801] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_color_1D (1D): corr = -0.029515
[2016-05-08 15:35:43,810] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_color_1D (1D): corr = -0.030127
[2016-05-08 15:35:43,819] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_color_1D (1D): corr = 0.001605
[2016-05-08 15:35:43,828] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_color_1D (1D): corr = 0.000158
[2016-05-08 15:35:43,838] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_color_1D (1D): corr = 0.001856
[2016-05-08 15:35:43,847] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_color_1D (1D): corr = 0.001130
[2016-05-08 15:35:43,857] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_color_1D (1D): corr = 0.001605
[2016-05-08 15:35:43,867] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_color_1D (1D): corr = -0.023357
[2016-05-08 15:35:43,876] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_color_1D (1D): corr = 0.013343
[2016-05-08 15:35:43,885] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_color_1D (1D): corr = -0.014760
[2016-05-08 15:35:43,895] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_color_1D (1D): corr = -0.023706
[2016-05-08 15:35:43,904] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_color_1D (1D): corr = -0.023357
[2016-05-08 15:46:27,172] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_title_1D (1D): corr = -0.247952
[2016-05-08 15:46:27,182] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_title_1D (1D): corr = -0.117613
[2016-05-08 15:46:27,191] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_title_1D (1D): corr = -0.272062
[2016-05-08 15:46:27,200] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_title_1D (1D): corr = -0.168646
[2016-05-08 15:46:27,209] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_title_1D (1D): corr = -0.245233
[2016-05-08 15:46:27,219] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_title_1D (1D): corr = -0.051005
[2016-05-08 15:46:27,228] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_title_1D (1D): corr = -0.058390
[2016-05-08 15:46:27,237] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_title_1D (1D): corr = -0.077914
[2016-05-08 15:46:27,247] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_title_1D (1D): corr = -0.010070
[2016-05-08 15:46:27,256] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_title_1D (1D): corr = -0.052358
[2016-05-08 15:46:27,265] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_title_1D (1D): corr = -0.335868
[2016-05-08 15:46:27,274] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_title_1D (1D): corr = -0.072268
[2016-05-08 15:46:27,284] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_title_1D (1D): corr = -0.332221
[2016-05-08 15:46:27,293] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_title_1D (1D): corr = -0.223173
[2016-05-08 15:46:27,302] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_title_1D (1D): corr = -0.329655
[2016-05-08 15:46:27,311] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_title_1D (1D): corr = -0.088315
[2016-05-08 15:46:27,321] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_title_1D (1D): corr = -0.057655
[2016-05-08 15:46:27,330] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_title_1D (1D): corr = -0.111255
[2016-05-08 15:46:27,339] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_title_1D (1D): corr = -0.047226
[2016-05-08 15:46:27,349] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_title_1D (1D): corr = -0.088108
[2016-05-08 15:56:23,632] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_title_product_name_1D (1D): corr = -0.268068
[2016-05-08 15:56:23,641] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_title_product_name_1D (1D): corr = 0.101526
[2016-05-08 15:56:23,651] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_title_product_name_1D (1D): corr = -0.206319
[2016-05-08 15:56:23,660] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_title_product_name_1D (1D): corr = -0.225464
[2016-05-08 15:56:23,670] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_title_product_name_1D (1D): corr = -0.250142
[2016-05-08 15:56:23,679] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_title_product_name_1D (1D): corr = -0.268068
[2016-05-08 15:56:23,688] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_title_product_name_1D (1D): corr = 0.101526
[2016-05-08 15:56:23,698] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_title_product_name_1D (1D): corr = -0.206319
[2016-05-08 15:56:23,716] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_title_product_name_1D (1D): corr = -0.225464
[2016-05-08 15:56:23,725] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_title_product_name_1D (1D): corr = -0.250142
[2016-05-08 15:56:23,735] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_title_product_name_1D (1D): corr = -0.268068
[2016-05-08 15:56:23,744] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_title_product_name_1D (1D): corr = 0.101526
[2016-05-08 15:56:23,753] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_title_product_name_1D (1D): corr = -0.206319
[2016-05-08 15:56:23,763] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_title_product_name_1D (1D): corr = -0.225464
[2016-05-08 15:56:23,772] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_title_product_name_1D (1D): corr = -0.250142
[2016-05-08 15:56:23,782] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_title_product_name_1D (1D): corr = -0.268068
[2016-05-08 15:56:23,792] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_title_product_name_1D (1D): corr = 0.101526
[2016-05-08 15:56:23,801] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_title_product_name_1D (1D): corr = -0.206319
[2016-05-08 15:56:23,817] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_title_product_name_1D (1D): corr = -0.225464
[2016-05-08 15:56:23,826] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_title_product_name_1D (1D): corr = -0.250142
[2016-05-08 16:12:16,716] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_description_1D (1D): corr = -0.148320
[2016-05-08 16:12:16,725] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_description_1D (1D): corr = -0.096708
[2016-05-08 16:12:16,734] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_description_1D (1D): corr = -0.164377
[2016-05-08 16:12:16,744] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_description_1D (1D): corr = -0.092365
[2016-05-08 16:12:16,753] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_description_1D (1D): corr = -0.144598
[2016-05-08 16:12:16,762] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_description_1D (1D): corr = -0.009547
[2016-05-08 16:12:16,771] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_description_1D (1D): corr = -0.031649
[2016-05-08 16:12:16,781] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_description_1D (1D): corr = -0.031421
[2016-05-08 16:12:16,790] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_description_1D (1D): corr = 0.014692
[2016-05-08 16:12:16,799] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_description_1D (1D): corr = -0.019912
[2016-05-08 16:12:16,808] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_description_1D (1D): corr = -0.280403
[2016-05-08 16:12:16,817] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_description_1D (1D): corr = -0.048912
[2016-05-08 16:12:16,827] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_description_1D (1D): corr = -0.283494
[2016-05-08 16:12:16,836] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_description_1D (1D): corr = -0.187205
[2016-05-08 16:12:16,845] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_description_1D (1D): corr = -0.274870
[2016-05-08 16:12:16,854] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_description_1D (1D): corr = -0.085334
[2016-05-08 16:12:16,863] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_description_1D (1D): corr = -0.087818
[2016-05-08 16:12:16,873] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_description_1D (1D): corr = -0.113029
[2016-05-08 16:12:16,882] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_description_1D (1D): corr = -0.030784
[2016-05-08 16:12:16,892] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_description_1D (1D): corr = -0.083920
[2016-05-08 16:27:26,140] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_attribute_1D (1D): corr = 0.024845
[2016-05-08 16:27:26,149] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_attribute_1D (1D): corr = 0.018166
[2016-05-08 16:27:26,158] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_attribute_1D (1D): corr = 0.024053
[2016-05-08 16:27:26,167] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_attribute_1D (1D): corr = 0.019509
[2016-05-08 16:27:26,176] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_attribute_1D (1D): corr = 0.025167
[2016-05-08 16:27:26,186] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_attribute_1D (1D): corr = -0.116578
[2016-05-08 16:27:26,195] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_attribute_1D (1D): corr = 0.051574
[2016-05-08 16:27:26,204] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_attribute_1D (1D): corr = -0.103485
[2016-05-08 16:27:26,213] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_attribute_1D (1D): corr = -0.107035
[2016-05-08 16:27:26,222] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_attribute_1D (1D): corr = -0.116207
[2016-05-08 16:27:26,232] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_attribute_1D (1D): corr = 0.012129
[2016-05-08 16:27:26,241] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_attribute_1D (1D): corr = -0.063659
[2016-05-08 16:27:26,250] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_attribute_1D (1D): corr = -0.010545
[2016-05-08 16:27:26,259] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_attribute_1D (1D): corr = 0.034350
[2016-05-08 16:27:26,269] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_attribute_1D (1D): corr = 0.007784
[2016-05-08 16:27:26,278] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_attribute_1D (1D): corr = 0.020110
[2016-05-08 16:27:26,287] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_attribute_1D (1D): corr = 0.004267
[2016-05-08 16:27:26,296] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_attribute_1D (1D): corr = 0.016135
[2016-05-08 16:27:26,306] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_attribute_1D (1D): corr = 0.021250
[2016-05-08 16:27:26,315] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_attribute_1D (1D): corr = 0.019026
[2016-05-08 16:37:01,904] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_brand_1D (1D): corr = -0.045007
[2016-05-08 16:37:01,913] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_brand_1D (1D): corr = -0.010127
[2016-05-08 16:37:01,922] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_brand_1D (1D): corr = -0.054863
[2016-05-08 16:37:01,931] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_brand_1D (1D): corr = -0.022873
[2016-05-08 16:37:01,940] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_brand_1D (1D): corr = -0.045938
[2016-05-08 16:37:01,950] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_brand_1D (1D): corr = -0.048049
[2016-05-08 16:37:01,959] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_brand_1D (1D): corr = -0.009743
[2016-05-08 16:37:01,968] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_brand_1D (1D): corr = -0.058275
[2016-05-08 16:37:01,977] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_brand_1D (1D): corr = -0.025303
[2016-05-08 16:37:01,986] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_brand_1D (1D): corr = -0.048430
[2016-05-08 16:37:01,995] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_brand_1D (1D): corr = -0.039739
[2016-05-08 16:37:02,005] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_brand_1D (1D): corr = -0.012663
[2016-05-08 16:37:02,014] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_brand_1D (1D): corr = -0.051204
[2016-05-08 16:37:02,023] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_brand_1D (1D): corr = -0.018420
[2016-05-08 16:37:02,032] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_brand_1D (1D): corr = -0.040854
[2016-05-08 16:37:02,041] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_brand_1D (1D): corr = -0.044710
[2016-05-08 16:37:02,051] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_brand_1D (1D): corr = -0.010270
[2016-05-08 16:37:02,060] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_brand_1D (1D): corr = -0.054656
[2016-05-08 16:37:02,069] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_brand_1D (1D): corr = -0.022623
[2016-05-08 16:37:02,078] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_brand_1D (1D): corr = -0.045654
[2016-05-08 16:46:42,954] INFO: EditDistance_Bigram_Mean_Mean_search_term_x_product_color_1D (1D): corr = -0.015044
[2016-05-08 16:46:42,963] INFO: EditDistance_Bigram_Mean_Std_search_term_x_product_color_1D (1D): corr = -0.053609
[2016-05-08 16:46:42,972] INFO: EditDistance_Bigram_Mean_Max_search_term_x_product_color_1D (1D): corr = -0.045247
[2016-05-08 16:46:42,981] INFO: EditDistance_Bigram_Mean_Min_search_term_x_product_color_1D (1D): corr = 0.017283
[2016-05-08 16:46:42,990] INFO: EditDistance_Bigram_Mean_Median_search_term_x_product_color_1D (1D): corr = -0.019816
[2016-05-08 16:46:42,999] INFO: EditDistance_Bigram_Max_Mean_search_term_x_product_color_1D (1D): corr = -0.021132
[2016-05-08 16:46:43,009] INFO: EditDistance_Bigram_Max_Std_search_term_x_product_color_1D (1D): corr = -0.054749
[2016-05-08 16:46:43,018] INFO: EditDistance_Bigram_Max_Max_search_term_x_product_color_1D (1D): corr = -0.051988
[2016-05-08 16:46:43,027] INFO: EditDistance_Bigram_Max_Min_search_term_x_product_color_1D (1D): corr = 0.015321
[2016-05-08 16:46:43,036] INFO: EditDistance_Bigram_Max_Median_search_term_x_product_color_1D (1D): corr = -0.026268
[2016-05-08 16:46:43,045] INFO: EditDistance_Bigram_Min_Mean_search_term_x_product_color_1D (1D): corr = -0.006993
[2016-05-08 16:46:43,054] INFO: EditDistance_Bigram_Min_Std_search_term_x_product_color_1D (1D): corr = -0.050783
[2016-05-08 16:46:43,063] INFO: EditDistance_Bigram_Min_Max_search_term_x_product_color_1D (1D): corr = -0.035918
[2016-05-08 16:46:43,073] INFO: EditDistance_Bigram_Min_Min_search_term_x_product_color_1D (1D): corr = 0.018288
[2016-05-08 16:46:43,082] INFO: EditDistance_Bigram_Min_Median_search_term_x_product_color_1D (1D): corr = -0.010555
[2016-05-08 16:46:43,091] INFO: EditDistance_Bigram_Median_Mean_search_term_x_product_color_1D (1D): corr = -0.015422
[2016-05-08 16:46:43,100] INFO: EditDistance_Bigram_Median_Std_search_term_x_product_color_1D (1D): corr = -0.054221
[2016-05-08 16:46:43,109] INFO: EditDistance_Bigram_Median_Max_search_term_x_product_color_1D (1D): corr = -0.046214
[2016-05-08 16:46:43,118] INFO: EditDistance_Bigram_Median_Min_search_term_x_product_color_1D (1D): corr = 0.017460
[2016-05-08 16:46:43,127] INFO: EditDistance_Bigram_Median_Median_search_term_x_product_color_1D (1D): corr = -0.020260
[2016-05-08 16:53:09,683] INFO: EditDistance_Bigram_Mean_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.201552
[2016-05-08 16:53:09,692] INFO: EditDistance_Bigram_Mean_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.000000
[2016-05-08 16:53:09,701] INFO: EditDistance_Bigram_Mean_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.201552
[2016-05-08 16:53:09,710] INFO: EditDistance_Bigram_Mean_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.201552
[2016-05-08 16:53:09,719] INFO: EditDistance_Bigram_Mean_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.201552
[2016-05-08 16:53:09,728] INFO: EditDistance_Bigram_Max_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.036890
[2016-05-08 16:53:09,738] INFO: EditDistance_Bigram_Max_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.000000
[2016-05-08 16:53:09,755] INFO: EditDistance_Bigram_Max_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.036890
[2016-05-08 16:53:09,764] INFO: EditDistance_Bigram_Max_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.036890
[2016-05-08 16:53:09,773] INFO: EditDistance_Bigram_Max_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.036890
[2016-05-08 16:53:09,782] INFO: EditDistance_Bigram_Min_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.269209
[2016-05-08 16:53:09,791] INFO: EditDistance_Bigram_Min_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.000000
[2016-05-08 16:53:09,801] INFO: EditDistance_Bigram_Min_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.269209
[2016-05-08 16:53:09,810] INFO: EditDistance_Bigram_Min_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.269209
[2016-05-08 16:53:09,819] INFO: EditDistance_Bigram_Min_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.269209
[2016-05-08 16:53:09,828] INFO: EditDistance_Bigram_Median_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.073796
[2016-05-08 16:53:09,837] INFO: EditDistance_Bigram_Median_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.000000
[2016-05-08 16:53:09,847] INFO: EditDistance_Bigram_Median_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.073796
[2016-05-08 16:53:09,856] INFO: EditDistance_Bigram_Median_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.073796
[2016-05-08 16:53:09,865] INFO: EditDistance_Bigram_Median_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.073796
[2016-05-08 16:59:08,050] INFO: EditDistance_Bigram_Mean_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,059] INFO: EditDistance_Bigram_Mean_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.000000
[2016-05-08 16:59:08,069] INFO: EditDistance_Bigram_Mean_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,078] INFO: EditDistance_Bigram_Mean_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,087] INFO: EditDistance_Bigram_Mean_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,096] INFO: EditDistance_Bigram_Max_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,105] INFO: EditDistance_Bigram_Max_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.000000
[2016-05-08 16:59:08,114] INFO: EditDistance_Bigram_Max_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,124] INFO: EditDistance_Bigram_Max_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,133] INFO: EditDistance_Bigram_Max_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,142] INFO: EditDistance_Bigram_Min_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,151] INFO: EditDistance_Bigram_Min_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.000000
[2016-05-08 16:59:08,160] INFO: EditDistance_Bigram_Min_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,170] INFO: EditDistance_Bigram_Min_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,179] INFO: EditDistance_Bigram_Min_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,188] INFO: EditDistance_Bigram_Median_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,197] INFO: EditDistance_Bigram_Median_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.000000
[2016-05-08 16:59:08,207] INFO: EditDistance_Bigram_Median_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,216] INFO: EditDistance_Bigram_Median_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 16:59:08,225] INFO: EditDistance_Bigram_Median_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.251603
[2016-05-08 17:08:08,412] INFO: EditDistance_Bigram_Mean_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.115008
[2016-05-08 17:08:08,421] INFO: EditDistance_Bigram_Mean_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 17:08:08,430] INFO: EditDistance_Bigram_Mean_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.115008
[2016-05-08 17:08:08,439] INFO: EditDistance_Bigram_Mean_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.115008
[2016-05-08 17:08:08,448] INFO: EditDistance_Bigram_Mean_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.115008
[2016-05-08 17:08:08,458] INFO: EditDistance_Bigram_Max_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.010174
[2016-05-08 17:08:08,467] INFO: EditDistance_Bigram_Max_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 17:08:08,476] INFO: EditDistance_Bigram_Max_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.010174
[2016-05-08 17:08:08,485] INFO: EditDistance_Bigram_Max_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.010174
[2016-05-08 17:08:08,494] INFO: EditDistance_Bigram_Max_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.010174
[2016-05-08 17:08:08,504] INFO: EditDistance_Bigram_Min_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.232698
[2016-05-08 17:08:08,513] INFO: EditDistance_Bigram_Min_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 17:08:08,522] INFO: EditDistance_Bigram_Min_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.232698
[2016-05-08 17:08:08,539] INFO: EditDistance_Bigram_Min_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.232698
[2016-05-08 17:08:08,548] INFO: EditDistance_Bigram_Min_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.232698
[2016-05-08 17:08:08,558] INFO: EditDistance_Bigram_Median_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.062581
